,0
872,"{'label': 'NEGATIVE', 'score': 0.9786288738250732}"
873,"{'label': 'POSITIVE', 'score': 0.9972177743911743}"
874,"{'label': 'POSITIVE', 'score': 0.9970778226852417}"
875,"{'label': 'NEGATIVE', 'score': 0.983985960483551}"
876,"{'label': 'POSITIVE', 'score': 0.9984863996505737}"
877,"{'label': 'NEGATIVE', 'score': 0.9987125396728516}"
878,"{'label': 'POSITIVE', 'score': 0.9979413151741028}"
879,"{'label': 'POSITIVE', 'score': 0.9985221028327942}"
880,"{'label': 'NEGATIVE', 'score': 0.9969185590744019}"
881,"{'label': 'POSITIVE', 'score': 0.9982213377952576}"
882,"{'label': 'POSITIVE', 'score': 0.9932149648666382}"
883,"{'label': 'POSITIVE', 'score': 0.9955246448516846}"
884,"{'label': 'POSITIVE', 'score': 0.8621701598167419}"
885,"{'label': 'NEGATIVE', 'score': 0.9970142841339111}"
886,"{'label': 'POSITIVE', 'score': 0.9972116351127625}"
887,"{'label': 'NEGATIVE', 'score': 0.9866141676902771}"
888,"{'label': 'NEGATIVE', 'score': 0.9859457612037659}"
889,"{'label': 'POSITIVE', 'score': 0.9962816834449768}"
890,"{'label': 'NEGATIVE', 'score': 0.9948458671569824}"
891,"{'label': 'POSITIVE', 'score': 0.9980863332748413}"
892,"{'label': 'POSITIVE', 'score': 0.9950980544090271}"
893,"{'label': 'POSITIVE', 'score': 0.9985687732696533}"
894,"{'label': 'POSITIVE', 'score': 0.9963539838790894}"
895,"{'label': 'NEGATIVE', 'score': 0.9980079531669617}"
896,"{'label': 'POSITIVE', 'score': 0.9323949217796326}"
897,"{'label': 'POSITIVE', 'score': 0.9968163371086121}"
898,"{'label': 'POSITIVE', 'score': 0.997780978679657}"
899,"{'label': 'POSITIVE', 'score': 0.9986176490783691}"
900,"{'label': 'NEGATIVE', 'score': 0.9916312098503113}"
901,"{'label': 'NEGATIVE', 'score': 0.9912612438201904}"
902,"{'label': 'NEGATIVE', 'score': 0.979064404964447}"
903,"{'label': 'NEGATIVE', 'score': 0.9981642365455627}"
904,"{'label': 'NEGATIVE', 'score': 0.9937886595726013}"
905,"{'label': 'POSITIVE', 'score': 0.9979702830314636}"
906,"{'label': 'NEGATIVE', 'score': 0.9759495854377747}"
907,"{'label': 'NEGATIVE', 'score': 0.9895650148391724}"
908,"{'label': 'POSITIVE', 'score': 0.9974163770675659}"
909,"{'label': 'POSITIVE', 'score': 0.9977752566337585}"
910,"{'label': 'POSITIVE', 'score': 0.996557354927063}"
911,"{'label': 'NEGATIVE', 'score': 0.9934813976287842}"
912,"{'label': 'NEGATIVE', 'score': 0.9882551431655884}"
913,"{'label': 'POSITIVE', 'score': 0.9981837868690491}"
914,"{'label': 'POSITIVE', 'score': 0.990552544593811}"
915,"{'label': 'POSITIVE', 'score': 0.9946509003639221}"
916,"{'label': 'POSITIVE', 'score': 0.9972842931747437}"
917,"{'label': 'POSITIVE', 'score': 0.9973891377449036}"
918,"{'label': 'POSITIVE', 'score': 0.9975836277008057}"
919,"{'label': 'POSITIVE', 'score': 0.9871557950973511}"
920,"{'label': 'POSITIVE', 'score': 0.9987558126449585}"
921,"{'label': 'NEGATIVE', 'score': 0.9589189887046814}"
922,"{'label': 'POSITIVE', 'score': 0.9948055148124695}"
923,"{'label': 'POSITIVE', 'score': 0.9986300468444824}"
924,"{'label': 'POSITIVE', 'score': 0.9978182315826416}"
925,"{'label': 'POSITIVE', 'score': 0.9912707805633545}"
926,"{'label': 'POSITIVE', 'score': 0.9903828501701355}"
927,"{'label': 'POSITIVE', 'score': 0.9942091703414917}"
928,"{'label': 'POSITIVE', 'score': 0.9916613101959229}"
929,"{'label': 'NEGATIVE', 'score': 0.9914491772651672}"
930,"{'label': 'NEGATIVE', 'score': 0.9939646124839783}"
931,"{'label': 'POSITIVE', 'score': 0.9981583952903748}"
932,"{'label': 'POSITIVE', 'score': 0.9984758496284485}"
933,"{'label': 'POSITIVE', 'score': 0.9905771017074585}"
934,"{'label': 'POSITIVE', 'score': 0.9983165264129639}"
935,"{'label': 'POSITIVE', 'score': 0.9981473684310913}"
936,"{'label': 'POSITIVE', 'score': 0.9945271611213684}"
937,"{'label': 'POSITIVE', 'score': 0.9987064599990845}"
938,"{'label': 'NEGATIVE', 'score': 0.9749265313148499}"
939,"{'label': 'POSITIVE', 'score': 0.9977893829345703}"
940,"{'label': 'NEGATIVE', 'score': 0.9924070239067078}"
941,"{'label': 'NEGATIVE', 'score': 0.9929580688476562}"
942,"{'label': 'POSITIVE', 'score': 0.9987579584121704}"
943,"{'label': 'POSITIVE', 'score': 0.9986515641212463}"
944,"{'label': 'POSITIVE', 'score': 0.9857101440429688}"
945,"{'label': 'POSITIVE', 'score': 0.998313307762146}"
946,"{'label': 'POSITIVE', 'score': 0.9986031651496887}"
947,"{'label': 'POSITIVE', 'score': 0.9972816705703735}"
948,"{'label': 'POSITIVE', 'score': 0.9984990358352661}"
949,"{'label': 'POSITIVE', 'score': 0.9978582262992859}"
950,"{'label': 'POSITIVE', 'score': 0.9886021018028259}"
951,"{'label': 'POSITIVE', 'score': 0.9983623623847961}"
952,"{'label': 'POSITIVE', 'score': 0.9950407147407532}"
953,"{'label': 'POSITIVE', 'score': 0.994378387928009}"
954,"{'label': 'POSITIVE', 'score': 0.9983799457550049}"
955,"{'label': 'POSITIVE', 'score': 0.9986814856529236}"
956,"{'label': 'POSITIVE', 'score': 0.998164713382721}"
957,"{'label': 'POSITIVE', 'score': 0.9942514896392822}"
958,"{'label': 'POSITIVE', 'score': 0.9973514080047607}"
959,"{'label': 'POSITIVE', 'score': 0.9986923336982727}"
960,"{'label': 'POSITIVE', 'score': 0.9985635876655579}"
961,"{'label': 'POSITIVE', 'score': 0.9980474710464478}"
962,"{'label': 'POSITIVE', 'score': 0.9938016533851624}"
963,"{'label': 'POSITIVE', 'score': 0.9972731471061707}"
964,"{'label': 'NEGATIVE', 'score': 0.9834973812103271}"
965,"{'label': 'NEGATIVE', 'score': 0.9912765026092529}"
966,"{'label': 'NEGATIVE', 'score': 0.9968835711479187}"
967,"{'label': 'NEGATIVE', 'score': 0.6064493060112}"
968,"{'label': 'NEGATIVE', 'score': 0.9971531629562378}"
969,"{'label': 'POSITIVE', 'score': 0.9982622265815735}"
970,"{'label': 'POSITIVE', 'score': 0.997847318649292}"
971,"{'label': 'POSITIVE', 'score': 0.9932650327682495}"
972,"{'label': 'POSITIVE', 'score': 0.9932460784912109}"
973,"{'label': 'POSITIVE', 'score': 0.9738122820854187}"
974,"{'label': 'NEGATIVE', 'score': 0.9922916293144226}"
975,"{'label': 'POSITIVE', 'score': 0.9978916049003601}"
976,"{'label': 'POSITIVE', 'score': 0.9932457804679871}"
977,"{'label': 'POSITIVE', 'score': 0.9954906105995178}"
978,"{'label': 'POSITIVE', 'score': 0.998062789440155}"
979,"{'label': 'NEGATIVE', 'score': 0.9845694899559021}"
980,"{'label': 'POSITIVE', 'score': 0.9957135915756226}"
981,"{'label': 'POSITIVE', 'score': 0.9970710277557373}"
982,"{'label': 'NEGATIVE', 'score': 0.970895528793335}"
983,"{'label': 'POSITIVE', 'score': 0.9942690134048462}"
984,"{'label': 'POSITIVE', 'score': 0.9982182383537292}"
985,"{'label': 'POSITIVE', 'score': 0.8312466740608215}"
986,"{'label': 'POSITIVE', 'score': 0.9969363212585449}"
987,"{'label': 'NEGATIVE', 'score': 0.9890754222869873}"
988,"{'label': 'POSITIVE', 'score': 0.9950994849205017}"
989,"{'label': 'POSITIVE', 'score': 0.9969009160995483}"
990,"{'label': 'POSITIVE', 'score': 0.9901949763298035}"
991,"{'label': 'POSITIVE', 'score': 0.9981170892715454}"
992,"{'label': 'POSITIVE', 'score': 0.9964630007743835}"
993,"{'label': 'POSITIVE', 'score': 0.9983910322189331}"
994,"{'label': 'POSITIVE', 'score': 0.9872490763664246}"
995,"{'label': 'POSITIVE', 'score': 0.9949294328689575}"
996,"{'label': 'POSITIVE', 'score': 0.9939650893211365}"
997,"{'label': 'POSITIVE', 'score': 0.9963008165359497}"
998,"{'label': 'POSITIVE', 'score': 0.9969168901443481}"
999,"{'label': 'POSITIVE', 'score': 0.995968222618103}"
1000,"{'label': 'POSITIVE', 'score': 0.9976575374603271}"
1001,"{'label': 'POSITIVE', 'score': 0.9972286820411682}"
1002,"{'label': 'POSITIVE', 'score': 0.9966434240341187}"
1003,"{'label': 'POSITIVE', 'score': 0.9978887438774109}"
1004,"{'label': 'POSITIVE', 'score': 0.9899289011955261}"
1005,"{'label': 'POSITIVE', 'score': 0.9889604449272156}"
1006,"{'label': 'POSITIVE', 'score': 0.997948944568634}"
1007,"{'label': 'POSITIVE', 'score': 0.9986562728881836}"
1008,"{'label': 'POSITIVE', 'score': 0.9986876845359802}"
1009,"{'label': 'POSITIVE', 'score': 0.9953464865684509}"
1010,"{'label': 'POSITIVE', 'score': 0.9980794191360474}"
1011,"{'label': 'NEGATIVE', 'score': 0.9803484082221985}"
1012,"{'label': 'POSITIVE', 'score': 0.9980891346931458}"
1013,"{'label': 'POSITIVE', 'score': 0.9981831908226013}"
1014,"{'label': 'POSITIVE', 'score': 0.998629093170166}"
1015,"{'label': 'POSITIVE', 'score': 0.9967811107635498}"
1016,"{'label': 'POSITIVE', 'score': 0.9958315491676331}"
1017,"{'label': 'POSITIVE', 'score': 0.9978870749473572}"
1018,"{'label': 'POSITIVE', 'score': 0.9971803426742554}"
1019,"{'label': 'POSITIVE', 'score': 0.9980359673500061}"
1020,"{'label': 'POSITIVE', 'score': 0.9919438362121582}"
1021,"{'label': 'POSITIVE', 'score': 0.9986024498939514}"
1022,"{'label': 'POSITIVE', 'score': 0.9951207041740417}"
1023,"{'label': 'POSITIVE', 'score': 0.9904796481132507}"
1024,"{'label': 'POSITIVE', 'score': 0.997791051864624}"
1025,"{'label': 'POSITIVE', 'score': 0.9977220892906189}"
1026,"{'label': 'POSITIVE', 'score': 0.9988316893577576}"
1027,"{'label': 'NEGATIVE', 'score': 0.9754295349121094}"
1028,"{'label': 'POSITIVE', 'score': 0.9982794523239136}"
1029,"{'label': 'POSITIVE', 'score': 0.9985787868499756}"
1030,"{'label': 'NEGATIVE', 'score': 0.9928907155990601}"
1031,"{'label': 'POSITIVE', 'score': 0.9953126907348633}"
1032,"{'label': 'POSITIVE', 'score': 0.9985783100128174}"
1033,"{'label': 'POSITIVE', 'score': 0.9817548394203186}"
1034,"{'label': 'POSITIVE', 'score': 0.996117353439331}"
1035,"{'label': 'POSITIVE', 'score': 0.9956432580947876}"
1036,"{'label': 'POSITIVE', 'score': 0.994818389415741}"
1037,"{'label': 'POSITIVE', 'score': 0.9987938404083252}"
1038,"{'label': 'POSITIVE', 'score': 0.9550623893737793}"
1039,"{'label': 'POSITIVE', 'score': 0.9941188097000122}"
1040,"{'label': 'POSITIVE', 'score': 0.9982576966285706}"
1041,"{'label': 'POSITIVE', 'score': 0.9960687160491943}"
1042,"{'label': 'NEGATIVE', 'score': 0.9959723353385925}"
1043,"{'label': 'NEGATIVE', 'score': 0.9096733927726746}"
1044,"{'label': 'NEGATIVE', 'score': 0.9920222759246826}"
1045,"{'label': 'POSITIVE', 'score': 0.9985408782958984}"
1046,"{'label': 'POSITIVE', 'score': 0.9921423196792603}"
1047,"{'label': 'POSITIVE', 'score': 0.9987646341323853}"
1048,"{'label': 'POSITIVE', 'score': 0.9949824810028076}"
1049,"{'label': 'POSITIVE', 'score': 0.9957578778266907}"
1050,"{'label': 'POSITIVE', 'score': 0.998268723487854}"
1051,"{'label': 'POSITIVE', 'score': 0.9981440305709839}"
1052,"{'label': 'POSITIVE', 'score': 0.997127115726471}"
1053,"{'label': 'POSITIVE', 'score': 0.9984702467918396}"
1054,"{'label': 'POSITIVE', 'score': 0.9932843446731567}"
1055,"{'label': 'POSITIVE', 'score': 0.9902111887931824}"
1056,"{'label': 'POSITIVE', 'score': 0.9983357787132263}"
1057,"{'label': 'POSITIVE', 'score': 0.9898804426193237}"
1058,"{'label': 'POSITIVE', 'score': 0.9931023120880127}"
1059,"{'label': 'POSITIVE', 'score': 0.9975759387016296}"
1060,"{'label': 'POSITIVE', 'score': 0.988990068435669}"
1061,"{'label': 'POSITIVE', 'score': 0.9830449819564819}"
1062,"{'label': 'POSITIVE', 'score': 0.9965962767601013}"
1063,"{'label': 'POSITIVE', 'score': 0.9975211024284363}"
1064,"{'label': 'POSITIVE', 'score': 0.9956262111663818}"
1065,"{'label': 'POSITIVE', 'score': 0.9906519651412964}"
1066,"{'label': 'POSITIVE', 'score': 0.9924627542495728}"
1067,"{'label': 'NEGATIVE', 'score': 0.9882899522781372}"
1068,"{'label': 'NEGATIVE', 'score': 0.9897335171699524}"
1069,"{'label': 'POSITIVE', 'score': 0.995913565158844}"
1070,"{'label': 'NEGATIVE', 'score': 0.966300368309021}"
1071,"{'label': 'POSITIVE', 'score': 0.998353123664856}"
1072,"{'label': 'NEGATIVE', 'score': 0.9961005449295044}"
1073,"{'label': 'NEGATIVE', 'score': 0.9855191707611084}"
1074,"{'label': 'POSITIVE', 'score': 0.9979337453842163}"
1075,"{'label': 'POSITIVE', 'score': 0.9985124468803406}"
1076,"{'label': 'POSITIVE', 'score': 0.9879312515258789}"
1077,"{'label': 'POSITIVE', 'score': 0.99430251121521}"
1078,"{'label': 'POSITIVE', 'score': 0.9981326460838318}"
1079,"{'label': 'POSITIVE', 'score': 0.9983221888542175}"
1080,"{'label': 'POSITIVE', 'score': 0.9983736276626587}"
1081,"{'label': 'POSITIVE', 'score': 0.994584858417511}"
1082,"{'label': 'POSITIVE', 'score': 0.9983773231506348}"
1083,"{'label': 'POSITIVE', 'score': 0.997305154800415}"
1084,"{'label': 'NEGATIVE', 'score': 0.9892550706863403}"
1085,"{'label': 'POSITIVE', 'score': 0.9982516169548035}"
1086,"{'label': 'POSITIVE', 'score': 0.9972338080406189}"
1087,"{'label': 'POSITIVE', 'score': 0.9983298182487488}"
1088,"{'label': 'NEGATIVE', 'score': 0.9900415539741516}"
1089,"{'label': 'POSITIVE', 'score': 0.9980985522270203}"
1090,"{'label': 'POSITIVE', 'score': 0.9983018636703491}"
1091,"{'label': 'POSITIVE', 'score': 0.9982366561889648}"
1092,"{'label': 'POSITIVE', 'score': 0.992693305015564}"
1093,"{'label': 'POSITIVE', 'score': 0.998257577419281}"
1094,"{'label': 'POSITIVE', 'score': 0.996094286441803}"
1095,"{'label': 'POSITIVE', 'score': 0.9980679154396057}"
1096,"{'label': 'POSITIVE', 'score': 0.9977239966392517}"
1097,"{'label': 'POSITIVE', 'score': 0.9958140254020691}"
1098,"{'label': 'POSITIVE', 'score': 0.9980484247207642}"
1099,"{'label': 'POSITIVE', 'score': 0.9982874989509583}"
1100,"{'label': 'POSITIVE', 'score': 0.9986703395843506}"
1101,"{'label': 'POSITIVE', 'score': 0.9977972507476807}"
1102,"{'label': 'NEGATIVE', 'score': 0.997704803943634}"
1103,"{'label': 'POSITIVE', 'score': 0.9977826476097107}"
1104,"{'label': 'POSITIVE', 'score': 0.997972309589386}"
1105,"{'label': 'POSITIVE', 'score': 0.9983103275299072}"
1106,"{'label': 'POSITIVE', 'score': 0.9979536533355713}"
1107,"{'label': 'POSITIVE', 'score': 0.9976716637611389}"
1108,"{'label': 'POSITIVE', 'score': 0.9976571798324585}"
1109,"{'label': 'POSITIVE', 'score': 0.9986377358436584}"
1110,"{'label': 'POSITIVE', 'score': 0.998443067073822}"
1111,"{'label': 'POSITIVE', 'score': 0.9938884973526001}"
1112,"{'label': 'POSITIVE', 'score': 0.9983468055725098}"
1113,"{'label': 'POSITIVE', 'score': 0.9983083009719849}"
1114,"{'label': 'POSITIVE', 'score': 0.99856036901474}"
1115,"{'label': 'POSITIVE', 'score': 0.9983843564987183}"
1116,"{'label': 'POSITIVE', 'score': 0.9978208541870117}"
1117,"{'label': 'NEGATIVE', 'score': 0.9831938743591309}"
1118,"{'label': 'NEGATIVE', 'score': 0.9924029111862183}"
1119,"{'label': 'POSITIVE', 'score': 0.998224675655365}"
1120,"{'label': 'POSITIVE', 'score': 0.9980968832969666}"
1121,"{'label': 'POSITIVE', 'score': 0.9982590079307556}"
1122,"{'label': 'POSITIVE', 'score': 0.9967854022979736}"
1123,"{'label': 'POSITIVE', 'score': 0.9987779259681702}"
1124,"{'label': 'POSITIVE', 'score': 0.9968975782394409}"
1125,"{'label': 'POSITIVE', 'score': 0.9949780106544495}"
1126,"{'label': 'POSITIVE', 'score': 0.9979870319366455}"
1127,"{'label': 'POSITIVE', 'score': 0.9978729486465454}"
1128,"{'label': 'POSITIVE', 'score': 0.9984671473503113}"
1129,"{'label': 'POSITIVE', 'score': 0.9979228377342224}"
1130,"{'label': 'POSITIVE', 'score': 0.9980871677398682}"
1131,"{'label': 'POSITIVE', 'score': 0.998101532459259}"
1132,"{'label': 'POSITIVE', 'score': 0.9986417889595032}"
1133,"{'label': 'POSITIVE', 'score': 0.9970687031745911}"
1134,"{'label': 'POSITIVE', 'score': 0.998672366142273}"
1135,"{'label': 'POSITIVE', 'score': 0.9987081289291382}"
1136,"{'label': 'POSITIVE', 'score': 0.9977061748504639}"
1137,"{'label': 'NEGATIVE', 'score': 0.9944855570793152}"
1138,"{'label': 'NEGATIVE', 'score': 0.9239652752876282}"
1139,"{'label': 'POSITIVE', 'score': 0.9987806677818298}"
1140,"{'label': 'POSITIVE', 'score': 0.9979754090309143}"
1141,"{'label': 'POSITIVE', 'score': 0.996825098991394}"
1142,"{'label': 'POSITIVE', 'score': 0.9981691837310791}"
1143,"{'label': 'POSITIVE', 'score': 0.9980332255363464}"
1144,"{'label': 'POSITIVE', 'score': 0.9985479712486267}"
1145,"{'label': 'POSITIVE', 'score': 0.9986536502838135}"
1146,"{'label': 'POSITIVE', 'score': 0.9930960536003113}"
1147,"{'label': 'NEGATIVE', 'score': 0.9896770715713501}"
1148,"{'label': 'POSITIVE', 'score': 0.9983254075050354}"
1149,"{'label': 'POSITIVE', 'score': 0.9970542192459106}"
1150,"{'label': 'POSITIVE', 'score': 0.9974749684333801}"
1151,"{'label': 'POSITIVE', 'score': 0.996110737323761}"
1152,"{'label': 'POSITIVE', 'score': 0.9985759258270264}"
1153,"{'label': 'POSITIVE', 'score': 0.9978633522987366}"
1154,"{'label': 'POSITIVE', 'score': 0.9977443218231201}"
1155,"{'label': 'POSITIVE', 'score': 0.9983306527137756}"
1156,"{'label': 'POSITIVE', 'score': 0.9976794123649597}"
1157,"{'label': 'POSITIVE', 'score': 0.9985466599464417}"
1158,"{'label': 'POSITIVE', 'score': 0.9973228573799133}"
1159,"{'label': 'POSITIVE', 'score': 0.9928406476974487}"
1160,"{'label': 'POSITIVE', 'score': 0.9979378581047058}"
1161,"{'label': 'NEGATIVE', 'score': 0.9947389960289001}"
1162,"{'label': 'POSITIVE', 'score': 0.9978870749473572}"
1163,"{'label': 'POSITIVE', 'score': 0.9973886609077454}"
1164,"{'label': 'NEGATIVE', 'score': 0.9960911870002747}"
1165,"{'label': 'NEGATIVE', 'score': 0.9949643611907959}"
1166,"{'label': 'POSITIVE', 'score': 0.9952048063278198}"
1167,"{'label': 'NEGATIVE', 'score': 0.9820770025253296}"
1168,"{'label': 'POSITIVE', 'score': 0.9988937973976135}"
1169,"{'label': 'POSITIVE', 'score': 0.9977906942367554}"
1170,"{'label': 'POSITIVE', 'score': 0.998298704624176}"
1171,"{'label': 'POSITIVE', 'score': 0.9970105886459351}"
1172,"{'label': 'POSITIVE', 'score': 0.9979191422462463}"
1173,"{'label': 'POSITIVE', 'score': 0.9982007741928101}"
1174,"{'label': 'POSITIVE', 'score': 0.9932884573936462}"
1175,"{'label': 'POSITIVE', 'score': 0.9858124256134033}"
1176,"{'label': 'NEGATIVE', 'score': 0.9897423982620239}"
1177,"{'label': 'NEGATIVE', 'score': 0.9773219227790833}"
1178,"{'label': 'POSITIVE', 'score': 0.9985380172729492}"
1179,"{'label': 'POSITIVE', 'score': 0.9986051917076111}"
1180,"{'label': 'POSITIVE', 'score': 0.9984291195869446}"
1181,"{'label': 'NEGATIVE', 'score': 0.9982116222381592}"
1182,"{'label': 'POSITIVE', 'score': 0.9983996748924255}"
1183,"{'label': 'POSITIVE', 'score': 0.9973446726799011}"
1184,"{'label': 'POSITIVE', 'score': 0.9986091256141663}"
1185,"{'label': 'POSITIVE', 'score': 0.9983940720558167}"
1186,"{'label': 'POSITIVE', 'score': 0.998264491558075}"
1187,"{'label': 'POSITIVE', 'score': 0.9985188841819763}"
1188,"{'label': 'POSITIVE', 'score': 0.998164713382721}"
1189,"{'label': 'POSITIVE', 'score': 0.9985113739967346}"
1190,"{'label': 'POSITIVE', 'score': 0.9956835508346558}"
1191,"{'label': 'POSITIVE', 'score': 0.9983959794044495}"
1192,"{'label': 'POSITIVE', 'score': 0.9981517195701599}"
1193,"{'label': 'POSITIVE', 'score': 0.9979996085166931}"
1194,"{'label': 'POSITIVE', 'score': 0.9975762963294983}"
1195,"{'label': 'POSITIVE', 'score': 0.9975206255912781}"
1196,"{'label': 'POSITIVE', 'score': 0.998256504535675}"
1197,"{'label': 'POSITIVE', 'score': 0.9944085478782654}"
1198,"{'label': 'POSITIVE', 'score': 0.9936715364456177}"
1199,"{'label': 'POSITIVE', 'score': 0.9982313513755798}"
1200,"{'label': 'NEGATIVE', 'score': 0.9922131896018982}"
1201,"{'label': 'POSITIVE', 'score': 0.9983516931533813}"
1202,"{'label': 'POSITIVE', 'score': 0.9983394145965576}"
1203,"{'label': 'POSITIVE', 'score': 0.9982081651687622}"
1204,"{'label': 'POSITIVE', 'score': 0.9981451034545898}"
1205,"{'label': 'POSITIVE', 'score': 0.9946598410606384}"
1206,"{'label': 'POSITIVE', 'score': 0.9971664547920227}"
1207,"{'label': 'POSITIVE', 'score': 0.9985675811767578}"
1208,"{'label': 'POSITIVE', 'score': 0.9933083057403564}"
1209,"{'label': 'POSITIVE', 'score': 0.998660683631897}"
1210,"{'label': 'POSITIVE', 'score': 0.9921270608901978}"
1211,"{'label': 'POSITIVE', 'score': 0.9906063079833984}"
1212,"{'label': 'POSITIVE', 'score': 0.9976682066917419}"
1213,"{'label': 'POSITIVE', 'score': 0.9933847784996033}"
1214,"{'label': 'POSITIVE', 'score': 0.9982078075408936}"
1215,"{'label': 'POSITIVE', 'score': 0.9838511347770691}"
1216,"{'label': 'POSITIVE', 'score': 0.9982432126998901}"
1217,"{'label': 'POSITIVE', 'score': 0.9974665641784668}"
1218,"{'label': 'POSITIVE', 'score': 0.9781344532966614}"
1219,"{'label': 'POSITIVE', 'score': 0.9939363598823547}"
1220,"{'label': 'NEGATIVE', 'score': 0.9895004630088806}"
1221,"{'label': 'POSITIVE', 'score': 0.9985795021057129}"
1222,"{'label': 'POSITIVE', 'score': 0.9985777139663696}"
1223,"{'label': 'NEGATIVE', 'score': 0.9988184571266174}"
1224,"{'label': 'NEGATIVE', 'score': 0.998557984828949}"
1225,"{'label': 'NEGATIVE', 'score': 0.9824410080909729}"
1226,"{'label': 'NEGATIVE', 'score': 0.9972578883171082}"
1227,"{'label': 'POSITIVE', 'score': 0.9987086057662964}"
1228,"{'label': 'POSITIVE', 'score': 0.9971829652786255}"
1229,"{'label': 'POSITIVE', 'score': 0.9976771473884583}"
1230,"{'label': 'POSITIVE', 'score': 0.9976703524589539}"
1231,"{'label': 'POSITIVE', 'score': 0.9985437393188477}"
1232,"{'label': 'POSITIVE', 'score': 0.9985291957855225}"
1233,"{'label': 'NEGATIVE', 'score': 0.9887292981147766}"
1234,"{'label': 'POSITIVE', 'score': 0.9987469911575317}"
1235,"{'label': 'POSITIVE', 'score': 0.9818404316902161}"
1236,"{'label': 'POSITIVE', 'score': 0.9972987771034241}"
1237,"{'label': 'POSITIVE', 'score': 0.9958022236824036}"
1238,"{'label': 'POSITIVE', 'score': 0.998449444770813}"
1239,"{'label': 'POSITIVE', 'score': 0.9945401549339294}"
1240,"{'label': 'POSITIVE', 'score': 0.9955630302429199}"
1241,"{'label': 'POSITIVE', 'score': 0.9980286955833435}"
1242,"{'label': 'POSITIVE', 'score': 0.9953946471214294}"
1243,"{'label': 'POSITIVE', 'score': 0.9982142448425293}"
1244,"{'label': 'POSITIVE', 'score': 0.9956204295158386}"
1245,"{'label': 'POSITIVE', 'score': 0.9979246854782104}"
1246,"{'label': 'POSITIVE', 'score': 0.997266411781311}"
1247,"{'label': 'POSITIVE', 'score': 0.9957897067070007}"
1248,"{'label': 'POSITIVE', 'score': 0.9972149133682251}"
1249,"{'label': 'POSITIVE', 'score': 0.9982838034629822}"
1250,"{'label': 'POSITIVE', 'score': 0.9985426664352417}"
1251,"{'label': 'POSITIVE', 'score': 0.9942949414253235}"
1252,"{'label': 'NEGATIVE', 'score': 0.998450756072998}"
1253,"{'label': 'POSITIVE', 'score': 0.9981227517127991}"
1254,"{'label': 'POSITIVE', 'score': 0.9983184337615967}"
1255,"{'label': 'POSITIVE', 'score': 0.9963749051094055}"
1256,"{'label': 'POSITIVE', 'score': 0.997663140296936}"
1257,"{'label': 'POSITIVE', 'score': 0.9953208565711975}"
1258,"{'label': 'POSITIVE', 'score': 0.9961877465248108}"
1259,"{'label': 'POSITIVE', 'score': 0.9987071752548218}"
1260,"{'label': 'NEGATIVE', 'score': 0.9982860684394836}"
1261,"{'label': 'POSITIVE', 'score': 0.9944774508476257}"
1262,"{'label': 'NEGATIVE', 'score': 0.9090811610221863}"
1263,"{'label': 'POSITIVE', 'score': 0.9877151846885681}"
1264,"{'label': 'POSITIVE', 'score': 0.9983900785446167}"
1265,"{'label': 'POSITIVE', 'score': 0.9984183311462402}"
1266,"{'label': 'POSITIVE', 'score': 0.9986304044723511}"
1267,"{'label': 'POSITIVE', 'score': 0.9956458210945129}"
1268,"{'label': 'POSITIVE', 'score': 0.9965079426765442}"
1269,"{'label': 'POSITIVE', 'score': 0.998571515083313}"
1270,"{'label': 'POSITIVE', 'score': 0.9884492754936218}"
1271,"{'label': 'POSITIVE', 'score': 0.9984425902366638}"
1272,"{'label': 'POSITIVE', 'score': 0.9970383644104004}"
1273,"{'label': 'POSITIVE', 'score': 0.9982080459594727}"
1274,"{'label': 'POSITIVE', 'score': 0.9967989921569824}"
1275,"{'label': 'POSITIVE', 'score': 0.9956929087638855}"
1276,"{'label': 'POSITIVE', 'score': 0.9985565543174744}"
1277,"{'label': 'POSITIVE', 'score': 0.9911141991615295}"
1278,"{'label': 'POSITIVE', 'score': 0.997468113899231}"
1279,"{'label': 'POSITIVE', 'score': 0.9945671558380127}"
1280,"{'label': 'POSITIVE', 'score': 0.9988349080085754}"
1281,"{'label': 'POSITIVE', 'score': 0.9893914461135864}"
1282,"{'label': 'POSITIVE', 'score': 0.9980565905570984}"
1283,"{'label': 'POSITIVE', 'score': 0.998262345790863}"
1284,"{'label': 'POSITIVE', 'score': 0.9987552165985107}"
1285,"{'label': 'POSITIVE', 'score': 0.9985864162445068}"
1286,"{'label': 'POSITIVE', 'score': 0.9968118071556091}"
1287,"{'label': 'POSITIVE', 'score': 0.9952334761619568}"
1288,"{'label': 'POSITIVE', 'score': 0.998162567615509}"
1289,"{'label': 'POSITIVE', 'score': 0.9949154853820801}"
1290,"{'label': 'POSITIVE', 'score': 0.9984087347984314}"
1291,"{'label': 'POSITIVE', 'score': 0.9967568516731262}"
1292,"{'label': 'POSITIVE', 'score': 0.9985371828079224}"
1293,"{'label': 'POSITIVE', 'score': 0.9986849427223206}"
1294,"{'label': 'POSITIVE', 'score': 0.9967355132102966}"
1295,"{'label': 'POSITIVE', 'score': 0.9981184005737305}"
1296,"{'label': 'POSITIVE', 'score': 0.9986382126808167}"
1297,"{'label': 'POSITIVE', 'score': 0.9971428513526917}"
1298,"{'label': 'POSITIVE', 'score': 0.9984985589981079}"
