,0
872,"{'label': 'POSITIVE', 'score': 0.9979337453842163}"
873,"{'label': 'POSITIVE', 'score': 0.9980366826057434}"
874,"{'label': 'POSITIVE', 'score': 0.9966526627540588}"
875,"{'label': 'NEGATIVE', 'score': 0.9916785955429077}"
876,"{'label': 'POSITIVE', 'score': 0.9966907501220703}"
877,"{'label': 'POSITIVE', 'score': 0.9980073571205139}"
878,"{'label': 'POSITIVE', 'score': 0.9983629584312439}"
879,"{'label': 'POSITIVE', 'score': 0.9982757568359375}"
880,"{'label': 'POSITIVE', 'score': 0.9966915845870972}"
881,"{'label': 'POSITIVE', 'score': 0.9983489513397217}"
882,"{'label': 'POSITIVE', 'score': 0.9977237582206726}"
883,"{'label': 'NEGATIVE', 'score': 0.9483425617218018}"
884,"{'label': 'POSITIVE', 'score': 0.996249258518219}"
885,"{'label': 'POSITIVE', 'score': 0.9972967505455017}"
886,"{'label': 'POSITIVE', 'score': 0.9978955984115601}"
887,"{'label': 'POSITIVE', 'score': 0.9972774386405945}"
888,"{'label': 'POSITIVE', 'score': 0.9988144636154175}"
889,"{'label': 'POSITIVE', 'score': 0.9976406097412109}"
890,"{'label': 'POSITIVE', 'score': 0.9977911710739136}"
891,"{'label': 'POSITIVE', 'score': 0.9968536496162415}"
892,"{'label': 'POSITIVE', 'score': 0.9973042011260986}"
893,"{'label': 'NEGATIVE', 'score': 0.9852243661880493}"
894,"{'label': 'POSITIVE', 'score': 0.9711986780166626}"
895,"{'label': 'POSITIVE', 'score': 0.9986007809638977}"
896,"{'label': 'POSITIVE', 'score': 0.9985976815223694}"
897,"{'label': 'POSITIVE', 'score': 0.9866048693656921}"
898,"{'label': 'POSITIVE', 'score': 0.9950054287910461}"
899,"{'label': 'POSITIVE', 'score': 0.9963655471801758}"
900,"{'label': 'POSITIVE', 'score': 0.9953833222389221}"
901,"{'label': 'POSITIVE', 'score': 0.998721182346344}"
902,"{'label': 'NEGATIVE', 'score': 0.9976136684417725}"
903,"{'label': 'POSITIVE', 'score': 0.991865336894989}"
904,"{'label': 'POSITIVE', 'score': 0.9980865716934204}"
905,"{'label': 'POSITIVE', 'score': 0.9981460571289062}"
906,"{'label': 'POSITIVE', 'score': 0.9980247020721436}"
907,"{'label': 'POSITIVE', 'score': 0.9949442744255066}"
908,"{'label': 'POSITIVE', 'score': 0.9960542917251587}"
909,"{'label': 'POSITIVE', 'score': 0.9962092638015747}"
910,"{'label': 'POSITIVE', 'score': 0.9967930912971497}"
911,"{'label': 'POSITIVE', 'score': 0.9973474740982056}"
912,"{'label': 'POSITIVE', 'score': 0.9974228143692017}"
913,"{'label': 'NEGATIVE', 'score': 0.9933578372001648}"
914,"{'label': 'POSITIVE', 'score': 0.995497465133667}"
915,"{'label': 'POSITIVE', 'score': 0.9982732534408569}"
916,"{'label': 'POSITIVE', 'score': 0.998120129108429}"
917,"{'label': 'POSITIVE', 'score': 0.9955751895904541}"
918,"{'label': 'NEGATIVE', 'score': 0.9953449368476868}"
919,"{'label': 'POSITIVE', 'score': 0.9958606362342834}"
920,"{'label': 'NEGATIVE', 'score': 0.8185788989067078}"
921,"{'label': 'POSITIVE', 'score': 0.9959703683853149}"
922,"{'label': 'POSITIVE', 'score': 0.9896988272666931}"
923,"{'label': 'POSITIVE', 'score': 0.9958219528198242}"
924,"{'label': 'POSITIVE', 'score': 0.9981998205184937}"
925,"{'label': 'POSITIVE', 'score': 0.9904003739356995}"
926,"{'label': 'POSITIVE', 'score': 0.9953674077987671}"
927,"{'label': 'POSITIVE', 'score': 0.9971565008163452}"
928,"{'label': 'POSITIVE', 'score': 0.9984513521194458}"
929,"{'label': 'POSITIVE', 'score': 0.9960053563117981}"
930,"{'label': 'NEGATIVE', 'score': 0.983985960483551}"
931,"{'label': 'NEGATIVE', 'score': 0.9942232966423035}"
932,"{'label': 'POSITIVE', 'score': 0.9961575865745544}"
933,"{'label': 'NEGATIVE', 'score': 0.5785053968429565}"
934,"{'label': 'POSITIVE', 'score': 0.9938788414001465}"
935,"{'label': 'POSITIVE', 'score': 0.9983207583427429}"
936,"{'label': 'POSITIVE', 'score': 0.9937734007835388}"
937,"{'label': 'POSITIVE', 'score': 0.9931195974349976}"
938,"{'label': 'POSITIVE', 'score': 0.9933552742004395}"
939,"{'label': 'NEGATIVE', 'score': 0.9970142841339111}"
940,"{'label': 'POSITIVE', 'score': 0.9953433871269226}"
941,"{'label': 'POSITIVE', 'score': 0.9985271692276001}"
942,"{'label': 'POSITIVE', 'score': 0.9981583952903748}"
943,"{'label': 'POSITIVE', 'score': 0.9985687732696533}"
944,"{'label': 'POSITIVE', 'score': 0.9974960684776306}"
945,"{'label': 'POSITIVE', 'score': 0.9917940497398376}"
946,"{'label': 'POSITIVE', 'score': 0.9987549781799316}"
947,"{'label': 'POSITIVE', 'score': 0.9972594976425171}"
948,"{'label': 'POSITIVE', 'score': 0.9960753321647644}"
949,"{'label': 'POSITIVE', 'score': 0.996376097202301}"
950,"{'label': 'POSITIVE', 'score': 0.9974357485771179}"
951,"{'label': 'POSITIVE', 'score': 0.9983550906181335}"
952,"{'label': 'POSITIVE', 'score': 0.9985567927360535}"
953,"{'label': 'POSITIVE', 'score': 0.9897162318229675}"
954,"{'label': 'POSITIVE', 'score': 0.9984450936317444}"
955,"{'label': 'POSITIVE', 'score': 0.9984216690063477}"
956,"{'label': 'POSITIVE', 'score': 0.9925922155380249}"
957,"{'label': 'POSITIVE', 'score': 0.9913467764854431}"
958,"{'label': 'POSITIVE', 'score': 0.9987190961837769}"
959,"{'label': 'NEGATIVE', 'score': 0.9882551431655884}"
960,"{'label': 'POSITIVE', 'score': 0.9961060881614685}"
961,"{'label': 'POSITIVE', 'score': 0.997187077999115}"
962,"{'label': 'POSITIVE', 'score': 0.9981904625892639}"
963,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
964,"{'label': 'POSITIVE', 'score': 0.9985141158103943}"
965,"{'label': 'POSITIVE', 'score': 0.9984440207481384}"
966,"{'label': 'NEGATIVE', 'score': 0.9897482395172119}"
967,"{'label': 'POSITIVE', 'score': 0.9986300468444824}"
968,"{'label': 'POSITIVE', 'score': 0.9984073042869568}"
969,"{'label': 'POSITIVE', 'score': 0.9987917542457581}"
970,"{'label': 'POSITIVE', 'score': 0.9916613101959229}"
971,"{'label': 'NEGATIVE', 'score': 0.9964866638183594}"
972,"{'label': 'POSITIVE', 'score': 0.9955002665519714}"
973,"{'label': 'POSITIVE', 'score': 0.9977013468742371}"
974,"{'label': 'POSITIVE', 'score': 0.9747543334960938}"
975,"{'label': 'POSITIVE', 'score': 0.9988569021224976}"
976,"{'label': 'POSITIVE', 'score': 0.9986076951026917}"
977,"{'label': 'POSITIVE', 'score': 0.9981516003608704}"
978,"{'label': 'POSITIVE', 'score': 0.9986477494239807}"
979,"{'label': 'POSITIVE', 'score': 0.9973530769348145}"
980,"{'label': 'POSITIVE', 'score': 0.9966267347335815}"
981,"{'label': 'NEGATIVE', 'score': 0.9983806610107422}"
982,"{'label': 'POSITIVE', 'score': 0.9951991438865662}"
983,"{'label': 'POSITIVE', 'score': 0.997683048248291}"
984,"{'label': 'POSITIVE', 'score': 0.9986814856529236}"
985,"{'label': 'POSITIVE', 'score': 0.9986905455589294}"
986,"{'label': 'NEGATIVE', 'score': 0.5177655816078186}"
987,"{'label': 'NEGATIVE', 'score': 0.951702356338501}"
988,"{'label': 'NEGATIVE', 'score': 0.9772663116455078}"
989,"{'label': 'POSITIVE', 'score': 0.988568902015686}"
990,"{'label': 'POSITIVE', 'score': 0.9957953691482544}"
991,"{'label': 'POSITIVE', 'score': 0.9969260096549988}"
992,"{'label': 'POSITIVE', 'score': 0.9938016533851624}"
993,"{'label': 'POSITIVE', 'score': 0.9971402883529663}"
994,"{'label': 'POSITIVE', 'score': 0.9975205063819885}"
995,"{'label': 'NEGATIVE', 'score': 0.9898483157157898}"
996,"{'label': 'POSITIVE', 'score': 0.9973113536834717}"
997,"{'label': 'POSITIVE', 'score': 0.9984752535820007}"
998,"{'label': 'POSITIVE', 'score': 0.9974139928817749}"
999,"{'label': 'POSITIVE', 'score': 0.9961525797843933}"
1000,"{'label': 'POSITIVE', 'score': 0.9985540509223938}"
1001,"{'label': 'POSITIVE', 'score': 0.9981762170791626}"
1002,"{'label': 'POSITIVE', 'score': 0.9986640214920044}"
1003,"{'label': 'POSITIVE', 'score': 0.9897466897964478}"
1004,"{'label': 'POSITIVE', 'score': 0.9982708692550659}"
1005,"{'label': 'POSITIVE', 'score': 0.9979742169380188}"
1006,"{'label': 'NEGATIVE', 'score': 0.8681609034538269}"
1007,"{'label': 'POSITIVE', 'score': 0.9977203011512756}"
1008,"{'label': 'POSITIVE', 'score': 0.9973614811897278}"
1009,"{'label': 'POSITIVE', 'score': 0.9976140260696411}"
1010,"{'label': 'POSITIVE', 'score': 0.9973586201667786}"
1011,"{'label': 'POSITIVE', 'score': 0.997917115688324}"
1012,"{'label': 'POSITIVE', 'score': 0.9932457804679871}"
1013,"{'label': 'POSITIVE', 'score': 0.9981042146682739}"
1014,"{'label': 'POSITIVE', 'score': 0.9956564903259277}"
1015,"{'label': 'POSITIVE', 'score': 0.9978682994842529}"
1016,"{'label': 'POSITIVE', 'score': 0.9964765906333923}"
1017,"{'label': 'POSITIVE', 'score': 0.9910484552383423}"
1018,"{'label': 'POSITIVE', 'score': 0.9976634979248047}"
1019,"{'label': 'POSITIVE', 'score': 0.9978086352348328}"
1020,"{'label': 'POSITIVE', 'score': 0.9984706044197083}"
1021,"{'label': 'POSITIVE', 'score': 0.9960302710533142}"
1022,"{'label': 'NEGATIVE', 'score': 0.970895528793335}"
1023,"{'label': 'POSITIVE', 'score': 0.998484194278717}"
1024,"{'label': 'POSITIVE', 'score': 0.9969577789306641}"
1025,"{'label': 'POSITIVE', 'score': 0.9985120892524719}"
1026,"{'label': 'NEGATIVE', 'score': 0.9948329925537109}"
1027,"{'label': 'POSITIVE', 'score': 0.9864014983177185}"
1028,"{'label': 'POSITIVE', 'score': 0.9976972937583923}"
1029,"{'label': 'POSITIVE', 'score': 0.9979848861694336}"
1030,"{'label': 'POSITIVE', 'score': 0.996894359588623}"
1031,"{'label': 'POSITIVE', 'score': 0.998309850692749}"
1032,"{'label': 'POSITIVE', 'score': 0.9965687990188599}"
1033,"{'label': 'POSITIVE', 'score': 0.9978668093681335}"
1034,"{'label': 'POSITIVE', 'score': 0.994780957698822}"
1035,"{'label': 'POSITIVE', 'score': 0.9840987324714661}"
1036,"{'label': 'POSITIVE', 'score': 0.9969363212585449}"
1037,"{'label': 'POSITIVE', 'score': 0.998356282711029}"
1038,"{'label': 'POSITIVE', 'score': 0.9979586601257324}"
1039,"{'label': 'POSITIVE', 'score': 0.9977357387542725}"
1040,"{'label': 'POSITIVE', 'score': 0.996415376663208}"
1041,"{'label': 'POSITIVE', 'score': 0.9947159886360168}"
1042,"{'label': 'POSITIVE', 'score': 0.9981027245521545}"
1043,"{'label': 'POSITIVE', 'score': 0.9979501366615295}"
1044,"{'label': 'POSITIVE', 'score': 0.9974549412727356}"
1045,"{'label': 'NEGATIVE', 'score': 0.993248701095581}"
1046,"{'label': 'POSITIVE', 'score': 0.9960522651672363}"
1047,"{'label': 'POSITIVE', 'score': 0.9974347949028015}"
1048,"{'label': 'POSITIVE', 'score': 0.9983154535293579}"
1049,"{'label': 'POSITIVE', 'score': 0.9983896017074585}"
1050,"{'label': 'POSITIVE', 'score': 0.995075523853302}"
1051,"{'label': 'POSITIVE', 'score': 0.9966434240341187}"
1052,"{'label': 'POSITIVE', 'score': 0.9986802935600281}"
1053,"{'label': 'POSITIVE', 'score': 0.9980406165122986}"
1054,"{'label': 'NEGATIVE', 'score': 0.9795093536376953}"
1055,"{'label': 'POSITIVE', 'score': 0.9984962940216064}"
1056,"{'label': 'POSITIVE', 'score': 0.9983882904052734}"
1057,"{'label': 'NEGATIVE', 'score': 0.9964796900749207}"
1058,"{'label': 'POSITIVE', 'score': 0.998460054397583}"
1059,"{'label': 'POSITIVE', 'score': 0.9972177743911743}"
1060,"{'label': 'POSITIVE', 'score': 0.9941575527191162}"
1061,"{'label': 'POSITIVE', 'score': 0.9926669001579285}"
1062,"{'label': 'POSITIVE', 'score': 0.9984295964241028}"
1063,"{'label': 'NEGATIVE', 'score': 0.9709687829017639}"
1064,"{'label': 'POSITIVE', 'score': 0.9981532692909241}"
1065,"{'label': 'POSITIVE', 'score': 0.9980039000511169}"
1066,"{'label': 'POSITIVE', 'score': 0.9932070374488831}"
1067,"{'label': 'POSITIVE', 'score': 0.998210072517395}"
1068,"{'label': 'POSITIVE', 'score': 0.9983409643173218}"
1069,"{'label': 'POSITIVE', 'score': 0.9985309839248657}"
1070,"{'label': 'POSITIVE', 'score': 0.9877493977546692}"
1071,"{'label': 'POSITIVE', 'score': 0.9982233643531799}"
1072,"{'label': 'POSITIVE', 'score': 0.998023271560669}"
1073,"{'label': 'POSITIVE', 'score': 0.99745112657547}"
1074,"{'label': 'NEGATIVE', 'score': 0.9994205236434937}"
1075,"{'label': 'POSITIVE', 'score': 0.9951061010360718}"
1076,"{'label': 'NEGATIVE', 'score': 0.995509147644043}"
1077,"{'label': 'NEGATIVE', 'score': 0.9803484082221985}"
1078,"{'label': 'POSITIVE', 'score': 0.9985256791114807}"
1079,"{'label': 'POSITIVE', 'score': 0.9977038502693176}"
1080,"{'label': 'POSITIVE', 'score': 0.9976450800895691}"
1081,"{'label': 'NEGATIVE', 'score': 0.8045379519462585}"
1082,"{'label': 'POSITIVE', 'score': 0.9978139400482178}"
1083,"{'label': 'POSITIVE', 'score': 0.998388409614563}"
1084,"{'label': 'POSITIVE', 'score': 0.9984429478645325}"
1085,"{'label': 'POSITIVE', 'score': 0.9967811107635498}"
1086,"{'label': 'NEGATIVE', 'score': 0.9923793077468872}"
1087,"{'label': 'NEGATIVE', 'score': 0.9833881855010986}"
1088,"{'label': 'POSITIVE', 'score': 0.9919438362121582}"
1089,"{'label': 'POSITIVE', 'score': 0.9962414503097534}"
1090,"{'label': 'POSITIVE', 'score': 0.9986024498939514}"
1091,"{'label': 'POSITIVE', 'score': 0.9968113303184509}"
1092,"{'label': 'POSITIVE', 'score': 0.9984700083732605}"
1093,"{'label': 'POSITIVE', 'score': 0.993649423122406}"
1094,"{'label': 'POSITIVE', 'score': 0.9982976317405701}"
1095,"{'label': 'POSITIVE', 'score': 0.9984580278396606}"
1096,"{'label': 'NEGATIVE', 'score': 0.9895923137664795}"
1097,"{'label': 'POSITIVE', 'score': 0.9970641732215881}"
1098,"{'label': 'POSITIVE', 'score': 0.9987466335296631}"
1099,"{'label': 'POSITIVE', 'score': 0.9983291029930115}"
1100,"{'label': 'POSITIVE', 'score': 0.9980931878089905}"
1101,"{'label': 'POSITIVE', 'score': 0.9985070824623108}"
1102,"{'label': 'NEGATIVE', 'score': 0.9972885847091675}"
1103,"{'label': 'POSITIVE', 'score': 0.9986257553100586}"
1104,"{'label': 'POSITIVE', 'score': 0.9984777569770813}"
1105,"{'label': 'NEGATIVE', 'score': 0.9971821308135986}"
1106,"{'label': 'POSITIVE', 'score': 0.9970579147338867}"
1107,"{'label': 'POSITIVE', 'score': 0.9983627200126648}"
1108,"{'label': 'NEGATIVE', 'score': 0.9983332753181458}"
1109,"{'label': 'POSITIVE', 'score': 0.9980179071426392}"
1110,"{'label': 'POSITIVE', 'score': 0.9820406436920166}"
1111,"{'label': 'POSITIVE', 'score': 0.9814006090164185}"
1112,"{'label': 'POSITIVE', 'score': 0.997775137424469}"
1113,"{'label': 'POSITIVE', 'score': 0.9969974756240845}"
1114,"{'label': 'POSITIVE', 'score': 0.9984625577926636}"
1115,"{'label': 'POSITIVE', 'score': 0.9974403381347656}"
1116,"{'label': 'POSITIVE', 'score': 0.9957730174064636}"
1117,"{'label': 'POSITIVE', 'score': 0.9933080673217773}"
1118,"{'label': 'POSITIVE', 'score': 0.998348593711853}"
1119,"{'label': 'POSITIVE', 'score': 0.9965323209762573}"
1120,"{'label': 'POSITIVE', 'score': 0.9958798885345459}"
1121,"{'label': 'POSITIVE', 'score': 0.9937580823898315}"
1122,"{'label': 'NEGATIVE', 'score': 0.9800439476966858}"
1123,"{'label': 'NEGATIVE', 'score': 0.9975639581680298}"
1124,"{'label': 'POSITIVE', 'score': 0.9956575632095337}"
1125,"{'label': 'POSITIVE', 'score': 0.9980560541152954}"
1126,"{'label': 'POSITIVE', 'score': 0.9950423240661621}"
1127,"{'label': 'POSITIVE', 'score': 0.9981988072395325}"
1128,"{'label': 'POSITIVE', 'score': 0.9982157945632935}"
1129,"{'label': 'POSITIVE', 'score': 0.9964532852172852}"
1130,"{'label': 'POSITIVE', 'score': 0.9932125806808472}"
1131,"{'label': 'POSITIVE', 'score': 0.9985641837120056}"
1132,"{'label': 'POSITIVE', 'score': 0.9965171813964844}"
1133,"{'label': 'NEGATIVE', 'score': 0.9096733927726746}"
1134,"{'label': 'POSITIVE', 'score': 0.9959878325462341}"
1135,"{'label': 'POSITIVE', 'score': 0.9702243208885193}"
1136,"{'label': 'POSITIVE', 'score': 0.9967016577720642}"
1137,"{'label': 'NEGATIVE', 'score': 0.9918503165245056}"
1138,"{'label': 'POSITIVE', 'score': 0.9844224452972412}"
1139,"{'label': 'NEGATIVE', 'score': 0.9930509328842163}"
1140,"{'label': 'POSITIVE', 'score': 0.9980635046958923}"
1141,"{'label': 'POSITIVE', 'score': 0.9982399940490723}"
1142,"{'label': 'POSITIVE', 'score': 0.997127115726471}"
1143,"{'label': 'POSITIVE', 'score': 0.9983322024345398}"
1144,"{'label': 'POSITIVE', 'score': 0.99339759349823}"
1145,"{'label': 'POSITIVE', 'score': 0.9981566071510315}"
1146,"{'label': 'POSITIVE', 'score': 0.9966287016868591}"
1147,"{'label': 'POSITIVE', 'score': 0.9961942434310913}"
1148,"{'label': 'POSITIVE', 'score': 0.9975881576538086}"
1149,"{'label': 'NEGATIVE', 'score': 0.993125319480896}"
1150,"{'label': 'POSITIVE', 'score': 0.9929966330528259}"
1151,"{'label': 'POSITIVE', 'score': 0.9976357221603394}"
1152,"{'label': 'POSITIVE', 'score': 0.9981369972229004}"
1153,"{'label': 'POSITIVE', 'score': 0.9965862035751343}"
1154,"{'label': 'POSITIVE', 'score': 0.9975402355194092}"
1155,"{'label': 'POSITIVE', 'score': 0.9976806640625}"
1156,"{'label': 'POSITIVE', 'score': 0.9966397285461426}"
1157,"{'label': 'POSITIVE', 'score': 0.9965962767601013}"
1158,"{'label': 'NEGATIVE', 'score': 0.9970768690109253}"
1159,"{'label': 'POSITIVE', 'score': 0.955009400844574}"
1160,"{'label': 'POSITIVE', 'score': 0.998302698135376}"
1161,"{'label': 'POSITIVE', 'score': 0.9903669357299805}"
1162,"{'label': 'POSITIVE', 'score': 0.9958959817886353}"
1163,"{'label': 'NEGATIVE', 'score': 0.9903958439826965}"
1164,"{'label': 'POSITIVE', 'score': 0.998353123664856}"
1165,"{'label': 'POSITIVE', 'score': 0.9978380799293518}"
1166,"{'label': 'POSITIVE', 'score': 0.9977548718452454}"
1167,"{'label': 'POSITIVE', 'score': 0.9974479675292969}"
1168,"{'label': 'POSITIVE', 'score': 0.9974160194396973}"
1169,"{'label': 'NEGATIVE', 'score': 0.9965465664863586}"
1170,"{'label': 'POSITIVE', 'score': 0.9963370561599731}"
1171,"{'label': 'POSITIVE', 'score': 0.995913565158844}"
1172,"{'label': 'NEGATIVE', 'score': 0.9985248446464539}"
1173,"{'label': 'NEGATIVE', 'score': 0.9873513579368591}"
1174,"{'label': 'POSITIVE', 'score': 0.9987494945526123}"
1175,"{'label': 'POSITIVE', 'score': 0.9980341792106628}"
1176,"{'label': 'NEGATIVE', 'score': 0.997588038444519}"
1177,"{'label': 'NEGATIVE', 'score': 0.7129999995231628}"
1178,"{'label': 'POSITIVE', 'score': 0.9964907765388489}"
1179,"{'label': 'POSITIVE', 'score': 0.9935372471809387}"
1180,"{'label': 'POSITIVE', 'score': 0.99430251121521}"
1181,"{'label': 'POSITIVE', 'score': 0.987542986869812}"
1182,"{'label': 'POSITIVE', 'score': 0.9980144500732422}"
1183,"{'label': 'POSITIVE', 'score': 0.9982553124427795}"
1184,"{'label': 'POSITIVE', 'score': 0.9979249238967896}"
1185,"{'label': 'POSITIVE', 'score': 0.9984386563301086}"
1186,"{'label': 'POSITIVE', 'score': 0.9985748529434204}"
1187,"{'label': 'POSITIVE', 'score': 0.99872225522995}"
1188,"{'label': 'POSITIVE', 'score': 0.9987918734550476}"
1189,"{'label': 'POSITIVE', 'score': 0.9974665641784668}"
1190,"{'label': 'POSITIVE', 'score': 0.9974454641342163}"
1191,"{'label': 'POSITIVE', 'score': 0.9985777139663696}"
1192,"{'label': 'POSITIVE', 'score': 0.9919580221176147}"
1193,"{'label': 'POSITIVE', 'score': 0.9888545274734497}"
1194,"{'label': 'POSITIVE', 'score': 0.995781660079956}"
1195,"{'label': 'NEGATIVE', 'score': 0.9965774416923523}"
1196,"{'label': 'NEGATIVE', 'score': 0.9910503625869751}"
1197,"{'label': 'POSITIVE', 'score': 0.9981428384780884}"
1198,"{'label': 'POSITIVE', 'score': 0.9976771473884583}"
1199,"{'label': 'POSITIVE', 'score': 0.9988803267478943}"
1200,"{'label': 'POSITIVE', 'score': 0.9976632595062256}"
1201,"{'label': 'POSITIVE', 'score': 0.998731791973114}"
1202,"{'label': 'POSITIVE', 'score': 0.9985554814338684}"
1203,"{'label': 'POSITIVE', 'score': 0.9951719641685486}"
1204,"{'label': 'POSITIVE', 'score': 0.997941792011261}"
1205,"{'label': 'POSITIVE', 'score': 0.9988273978233337}"
1206,"{'label': 'POSITIVE', 'score': 0.9961035251617432}"
1207,"{'label': 'POSITIVE', 'score': 0.998028576374054}"
1208,"{'label': 'POSITIVE', 'score': 0.9970671534538269}"
1209,"{'label': 'POSITIVE', 'score': 0.9905161261558533}"
1210,"{'label': 'POSITIVE', 'score': 0.9984467625617981}"
1211,"{'label': 'POSITIVE', 'score': 0.9972921013832092}"
1212,"{'label': 'POSITIVE', 'score': 0.9975863695144653}"
1213,"{'label': 'POSITIVE', 'score': 0.9955630302429199}"
1214,"{'label': 'POSITIVE', 'score': 0.9980854988098145}"
1215,"{'label': 'POSITIVE', 'score': 0.9982142448425293}"
1216,"{'label': 'POSITIVE', 'score': 0.9956204295158386}"
1217,"{'label': 'POSITIVE', 'score': 0.9972389936447144}"
1218,"{'label': 'POSITIVE', 'score': 0.9980118274688721}"
1219,"{'label': 'POSITIVE', 'score': 0.9974581599235535}"
1220,"{'label': 'POSITIVE', 'score': 0.9978360533714294}"
1221,"{'label': 'POSITIVE', 'score': 0.9985302686691284}"
1222,"{'label': 'POSITIVE', 'score': 0.9981197714805603}"
1223,"{'label': 'POSITIVE', 'score': 0.9984669089317322}"
1224,"{'label': 'POSITIVE', 'score': 0.9965266585350037}"
1225,"{'label': 'POSITIVE', 'score': 0.9984625577926636}"
1226,"{'label': 'POSITIVE', 'score': 0.9979820251464844}"
1227,"{'label': 'POSITIVE', 'score': 0.9987071752548218}"
1228,"{'label': 'POSITIVE', 'score': 0.9969972372055054}"
1229,"{'label': 'POSITIVE', 'score': 0.9986082911491394}"
1230,"{'label': 'POSITIVE', 'score': 0.9928367733955383}"
1231,"{'label': 'POSITIVE', 'score': 0.9962484240531921}"
1232,"{'label': 'POSITIVE', 'score': 0.9980410933494568}"
1233,"{'label': 'POSITIVE', 'score': 0.9968421459197998}"
1234,"{'label': 'POSITIVE', 'score': 0.8592486381530762}"
1235,"{'label': 'POSITIVE', 'score': 0.998246431350708}"
1236,"{'label': 'POSITIVE', 'score': 0.9984183311462402}"
1237,"{'label': 'POSITIVE', 'score': 0.9917988777160645}"
1238,"{'label': 'POSITIVE', 'score': 0.9976701140403748}"
1239,"{'label': 'POSITIVE', 'score': 0.9984452128410339}"
1240,"{'label': 'POSITIVE', 'score': 0.9884492754936218}"
1241,"{'label': 'POSITIVE', 'score': 0.9984234571456909}"
1242,"{'label': 'POSITIVE', 'score': 0.9986836314201355}"
1243,"{'label': 'POSITIVE', 'score': 0.9972875118255615}"
1244,"{'label': 'POSITIVE', 'score': 0.9969955682754517}"
1245,"{'label': 'POSITIVE', 'score': 0.9976977705955505}"
1246,"{'label': 'POSITIVE', 'score': 0.9983689188957214}"
1247,"{'label': 'POSITIVE', 'score': 0.9986135959625244}"
1248,"{'label': 'POSITIVE', 'score': 0.9985811710357666}"
1249,"{'label': 'POSITIVE', 'score': 0.9988032579421997}"
1250,"{'label': 'POSITIVE', 'score': 0.9985076785087585}"
1251,"{'label': 'POSITIVE', 'score': 0.9986209869384766}"
1252,"{'label': 'POSITIVE', 'score': 0.9971357583999634}"
1253,"{'label': 'POSITIVE', 'score': 0.9984745383262634}"
1254,"{'label': 'NEGATIVE', 'score': 0.9791202545166016}"
1255,"{'label': 'POSITIVE', 'score': 0.9704961776733398}"
1256,"{'label': 'POSITIVE', 'score': 0.9974034428596497}"
1257,"{'label': 'POSITIVE', 'score': 0.998665452003479}"
1258,"{'label': 'POSITIVE', 'score': 0.9985761642456055}"
1259,"{'label': 'POSITIVE', 'score': 0.9975443482398987}"
1260,"{'label': 'POSITIVE', 'score': 0.9957096576690674}"
1261,"{'label': 'POSITIVE', 'score': 0.9966614246368408}"
1262,"{'label': 'POSITIVE', 'score': 0.9971610307693481}"
1263,"{'label': 'POSITIVE', 'score': 0.9985259175300598}"
1264,"{'label': 'POSITIVE', 'score': 0.9980165958404541}"
1265,"{'label': 'POSITIVE', 'score': 0.998067319393158}"
1266,"{'label': 'POSITIVE', 'score': 0.9988102912902832}"
1267,"{'label': 'POSITIVE', 'score': 0.9966698288917542}"
1268,"{'label': 'POSITIVE', 'score': 0.9986555576324463}"
1269,"{'label': 'POSITIVE', 'score': 0.9941365718841553}"
1270,"{'label': 'POSITIVE', 'score': 0.997982382774353}"
1271,"{'label': 'POSITIVE', 'score': 0.9980989098548889}"
1272,"{'label': 'POSITIVE', 'score': 0.9952226281166077}"
1273,"{'label': 'POSITIVE', 'score': 0.9986351132392883}"
1274,"{'label': 'POSITIVE', 'score': 0.9974614381790161}"
1275,"{'label': 'POSITIVE', 'score': 0.9927859902381897}"
1276,"{'label': 'POSITIVE', 'score': 0.9976656436920166}"
1277,"{'label': 'NEGATIVE', 'score': 0.9979121088981628}"
1278,"{'label': 'POSITIVE', 'score': 0.9987497329711914}"
1279,"{'label': 'POSITIVE', 'score': 0.998548686504364}"
1280,"{'label': 'POSITIVE', 'score': 0.9957032799720764}"
1281,"{'label': 'POSITIVE', 'score': 0.9986787438392639}"
1282,"{'label': 'POSITIVE', 'score': 0.9970380067825317}"
1283,"{'label': 'POSITIVE', 'score': 0.9984819293022156}"
1284,"{'label': 'POSITIVE', 'score': 0.9987769722938538}"
1285,"{'label': 'POSITIVE', 'score': 0.9837010502815247}"
1286,"{'label': 'NEGATIVE', 'score': 0.9961950778961182}"
1287,"{'label': 'POSITIVE', 'score': 0.9958198070526123}"
1288,"{'label': 'POSITIVE', 'score': 0.9933080673217773}"
1289,"{'label': 'POSITIVE', 'score': 0.9943242073059082}"
1290,"{'label': 'POSITIVE', 'score': 0.9971038699150085}"
1291,"{'label': 'POSITIVE', 'score': 0.9983364939689636}"
1292,"{'label': 'POSITIVE', 'score': 0.9982768297195435}"
1293,"{'label': 'POSITIVE', 'score': 0.9971590042114258}"
1294,"{'label': 'POSITIVE', 'score': 0.9980156421661377}"
1295,"{'label': 'POSITIVE', 'score': 0.9983886480331421}"
1296,"{'label': 'POSITIVE', 'score': 0.9986072182655334}"
1297,"{'label': 'POSITIVE', 'score': 0.9955148100852966}"
1298,"{'label': 'POSITIVE', 'score': 0.9986339211463928}"
