,0
872,"{'label': 'POSITIVE', 'score': 0.9945293068885803}"
873,"{'label': 'POSITIVE', 'score': 0.9956271648406982}"
874,"{'label': 'POSITIVE', 'score': 0.9686641097068787}"
875,"{'label': 'POSITIVE', 'score': 0.9985925555229187}"
876,"{'label': 'POSITIVE', 'score': 0.9810989499092102}"
877,"{'label': 'POSITIVE', 'score': 0.995564341545105}"
878,"{'label': 'POSITIVE', 'score': 0.9976924657821655}"
879,"{'label': 'POSITIVE', 'score': 0.9979761242866516}"
880,"{'label': 'POSITIVE', 'score': 0.9961256384849548}"
881,"{'label': 'POSITIVE', 'score': 0.9987229704856873}"
882,"{'label': 'POSITIVE', 'score': 0.9985769987106323}"
883,"{'label': 'POSITIVE', 'score': 0.9986899495124817}"
884,"{'label': 'POSITIVE', 'score': 0.9930279850959778}"
885,"{'label': 'POSITIVE', 'score': 0.9984027743339539}"
886,"{'label': 'POSITIVE', 'score': 0.9925225377082825}"
887,"{'label': 'POSITIVE', 'score': 0.9983283877372742}"
888,"{'label': 'POSITIVE', 'score': 0.9934619665145874}"
889,"{'label': 'POSITIVE', 'score': 0.9975951313972473}"
890,"{'label': 'POSITIVE', 'score': 0.9937041401863098}"
891,"{'label': 'POSITIVE', 'score': 0.993699312210083}"
892,"{'label': 'POSITIVE', 'score': 0.9962018132209778}"
893,"{'label': 'POSITIVE', 'score': 0.9979530572891235}"
894,"{'label': 'POSITIVE', 'score': 0.9958301186561584}"
895,"{'label': 'POSITIVE', 'score': 0.9881070852279663}"
896,"{'label': 'POSITIVE', 'score': 0.9982466697692871}"
897,"{'label': 'POSITIVE', 'score': 0.9924829602241516}"
898,"{'label': 'POSITIVE', 'score': 0.9977535605430603}"
899,"{'label': 'POSITIVE', 'score': 0.9914044141769409}"
900,"{'label': 'POSITIVE', 'score': 0.9972198009490967}"
901,"{'label': 'POSITIVE', 'score': 0.936467170715332}"
902,"{'label': 'POSITIVE', 'score': 0.9888344407081604}"
903,"{'label': 'POSITIVE', 'score': 0.9985234141349792}"
904,"{'label': 'POSITIVE', 'score': 0.9981938004493713}"
905,"{'label': 'POSITIVE', 'score': 0.998434841632843}"
906,"{'label': 'POSITIVE', 'score': 0.9964193105697632}"
907,"{'label': 'POSITIVE', 'score': 0.9981245398521423}"
908,"{'label': 'POSITIVE', 'score': 0.993787407875061}"
909,"{'label': 'POSITIVE', 'score': 0.993378221988678}"
910,"{'label': 'POSITIVE', 'score': 0.9972686767578125}"
911,"{'label': 'POSITIVE', 'score': 0.9987205862998962}"
912,"{'label': 'POSITIVE', 'score': 0.9908100366592407}"
913,"{'label': 'POSITIVE', 'score': 0.9974429607391357}"
914,"{'label': 'POSITIVE', 'score': 0.9958582520484924}"
915,"{'label': 'POSITIVE', 'score': 0.9986847043037415}"
916,"{'label': 'POSITIVE', 'score': 0.9973688125610352}"
917,"{'label': 'POSITIVE', 'score': 0.9966993927955627}"
918,"{'label': 'POSITIVE', 'score': 0.9953334927558899}"
919,"{'label': 'NEGATIVE', 'score': 0.9932686686515808}"
920,"{'label': 'NEGATIVE', 'score': 0.9858797192573547}"
921,"{'label': 'POSITIVE', 'score': 0.9889714121818542}"
922,"{'label': 'NEGATIVE', 'score': 0.9956238865852356}"
923,"{'label': 'POSITIVE', 'score': 0.9936050772666931}"
924,"{'label': 'POSITIVE', 'score': 0.9970276951789856}"
925,"{'label': 'POSITIVE', 'score': 0.9966517090797424}"
926,"{'label': 'POSITIVE', 'score': 0.9979507327079773}"
927,"{'label': 'POSITIVE', 'score': 0.9956009387969971}"
928,"{'label': 'POSITIVE', 'score': 0.9981831908226013}"
929,"{'label': 'NEGATIVE', 'score': 0.9942704439163208}"
930,"{'label': 'POSITIVE', 'score': 0.9957889914512634}"
931,"{'label': 'POSITIVE', 'score': 0.9936754107475281}"
932,"{'label': 'POSITIVE', 'score': 0.9867776036262512}"
933,"{'label': 'POSITIVE', 'score': 0.9948676824569702}"
934,"{'label': 'POSITIVE', 'score': 0.9985529780387878}"
935,"{'label': 'POSITIVE', 'score': 0.9974033236503601}"
936,"{'label': 'POSITIVE', 'score': 0.998324453830719}"
937,"{'label': 'POSITIVE', 'score': 0.9985900521278381}"
938,"{'label': 'POSITIVE', 'score': 0.9984098672866821}"
939,"{'label': 'POSITIVE', 'score': 0.9982604384422302}"
940,"{'label': 'POSITIVE', 'score': 0.9963089823722839}"
941,"{'label': 'POSITIVE', 'score': 0.9968344569206238}"
942,"{'label': 'POSITIVE', 'score': 0.9982307553291321}"
943,"{'label': 'NEGATIVE', 'score': 0.9941391944885254}"
944,"{'label': 'POSITIVE', 'score': 0.9956052899360657}"
945,"{'label': 'POSITIVE', 'score': 0.99569171667099}"
946,"{'label': 'POSITIVE', 'score': 0.998258650302887}"
947,"{'label': 'POSITIVE', 'score': 0.9985610842704773}"
948,"{'label': 'POSITIVE', 'score': 0.9979034662246704}"
949,"{'label': 'POSITIVE', 'score': 0.9970065951347351}"
950,"{'label': 'POSITIVE', 'score': 0.9975597858428955}"
951,"{'label': 'POSITIVE', 'score': 0.9981812238693237}"
952,"{'label': 'POSITIVE', 'score': 0.9975570440292358}"
953,"{'label': 'POSITIVE', 'score': 0.9979939460754395}"
954,"{'label': 'POSITIVE', 'score': 0.9971722960472107}"
955,"{'label': 'POSITIVE', 'score': 0.9975640773773193}"
956,"{'label': 'POSITIVE', 'score': 0.9980328679084778}"
957,"{'label': 'POSITIVE', 'score': 0.9976873397827148}"
958,"{'label': 'POSITIVE', 'score': 0.9985353946685791}"
959,"{'label': 'POSITIVE', 'score': 0.9965531826019287}"
960,"{'label': 'POSITIVE', 'score': 0.9966632723808289}"
961,"{'label': 'POSITIVE', 'score': 0.9974586367607117}"
962,"{'label': 'POSITIVE', 'score': 0.990475594997406}"
963,"{'label': 'POSITIVE', 'score': 0.9950660467147827}"
964,"{'label': 'POSITIVE', 'score': 0.9819777607917786}"
965,"{'label': 'POSITIVE', 'score': 0.9966281056404114}"
966,"{'label': 'POSITIVE', 'score': 0.9946289658546448}"
967,"{'label': 'POSITIVE', 'score': 0.9980471134185791}"
968,"{'label': 'POSITIVE', 'score': 0.9981542229652405}"
969,"{'label': 'POSITIVE', 'score': 0.995960533618927}"
970,"{'label': 'POSITIVE', 'score': 0.9980218410491943}"
971,"{'label': 'POSITIVE', 'score': 0.9982576966285706}"
972,"{'label': 'POSITIVE', 'score': 0.9985758066177368}"
973,"{'label': 'POSITIVE', 'score': 0.9981966614723206}"
974,"{'label': 'NEGATIVE', 'score': 0.997757613658905}"
975,"{'label': 'POSITIVE', 'score': 0.9956515431404114}"
976,"{'label': 'NEGATIVE', 'score': 0.9838252663612366}"
977,"{'label': 'POSITIVE', 'score': 0.9885690212249756}"
978,"{'label': 'POSITIVE', 'score': 0.9976582527160645}"
979,"{'label': 'POSITIVE', 'score': 0.9979537725448608}"
